"","folio","Edo","VERSION","INCIO","B","C","p1","p2a","p2b","p2c","P4","P5","p6","p7","P8","P9","P10A","P10B","P10C","P10D","P10E","P11","P12A","P12B","P12C","P12D","P12E","P12F","P12G","P12H","P12I","P12J","P12K","P12L","P12M","P12N","P12O","P12P","P12Q","P13A","P13B","P13C","P14","P15","P16","P17","P18","P19","P20","P21","P22","P23","P24","P25","p26","P27","P28","P29A","P29B","P29C","P29D","P29E","P29F","P29G","P30","P31","P32","P33","P34","P35A","P35B","P35D","P35E","P36","P37","P38A","P38B","P38C","P38D","P38E","P39A","P39B","P39C","P39D","P40","P41A","P41B","P41C","P42","P43","P44","P45","P46A","P46B","P46C","P46D","P46E","P46F","P46G","P47","boleta1","boleta2","FINAL","DIA","escol_x","gedad","cruce","ponde_rake","cve_unica_sec","circ","ClaveEntidad","Entidad","ClaveMun","Municipio","DistritoFederal","SECCION","Tipo1","FE_Final_","p1_recodificada","p19_recodificada"
"344",344,"Distrito Federal","Versión B",1331,"Mujer","69","Seguridad / Inseguridad","Inseguridad pública","Corrupción","Desempleo","Aprueba algo","Que permanezca","Robo","Injusticia","La cultura y educación","No se justifica","No","No","No","No","No","Entre los ciudadanos","Nada","Mucha","Mucha","Algo","Algo","Algo","Algo","Ns/Nc","Ns/Nc","Mucha","Ns/Nc","Algo","Algo","Algo","Mucha","Mucha","Algo","Honesto","Honesto","Honesto","Sólo algunas veces/Casi nunca","Siempre","Muy frecuentemente","Es inútil","Sí","Dos","No",NA,NA,"No aplica","No",NA,"No he sido víctima de corrupción","Igual","Disminuirá","Sí","No","No","No","Sí","No","No","Los ciudadanos","Bien","Está siendo exitoso","Sí","No habría diferencia","Mucho","Mucho","Mucho","Mucho","Economía","Si las personas no son vigiladas es más probable que cometan algún acto de corrupción","Mucha","Mucha","Mucha","Mucha","Nada","En desacuerdo","En desacuerdo","En desacuerdo","En desacuerdo","Bien","Castigar","Castigar","Castigar","Ninguno","PRD","Universidad terminada","Profesor o maestro","No","Sí","No","Sí","Sí","Sí","Sí","$ 20,001 - $ 32,000","Candidato Independiente","PAN",1044,2,"Universidad o más","50-+",23,1.61343874825806,1094858,4,9,"Distrito Federal   ",15,"CUAUHTEMOC                                       ",12,4858,"Urbano",99767.1611866539,"Inseguridad",2
"345",345,"Distrito Federal","Versión A",1246,"Hombre","31","Seguridad / Inseguridad","Inseguridad pública","Mal gobierno","Economía","Desaprueba algo","Que renuncie","Mal gobierno / Gobierno","Policias","La impunidad o falta de castigo","No se justifica","No","No","No","No","No","En el Gobierno y sector público","Poca","Mucha","Mucha","Algo","Algo","Mucha","Algo","Poca","Algo","Mucha","Mucha","Mucha","Poca","Poca","Mucha","Mucha","Algo","Corrupto","Honesto","Honesto","Nunca","Nunca","Frecuentemente","Es inútil","No","Tres","No",NA,NA,"No aplica","No",NA,"No sirve denunciar","Aumentado","Aumentará","No","No","No","Sí","Sí","Sí","Sí","Los ciudadanos","Mal","Está fracasando","Sí","Mayores","Algo","Mucho","Mucho","Mucho","Seguridad pública","Las personas son honestas y no necesitan ser vigiladas","Mucha","Mucha","Algo","Mucha","Mucha","En desacuerdo","En desacuerdo","De acuerdo","De acuerdo","Mal","Castigar","Castigar","Castigar","PRI","Morena","Universidad sin terminar","Trabajador en sector privado","Sí","Sí","Sí","Sí","Sí","Sí","Sí","$ 20,001 - $ 32,000","PRI","PRI",1258,2,"Preparatoria o equivalente","30-49",12,0.73757636124298,1094858,4,9,"Distrito Federal   ",15,"CUAUHTEMOC                                       ",12,4858,"Urbano",45608.1148410752,"Inseguridad",3
"346",346,"Distrito Federal","Versión B",1338,"Hombre","29","Vigilancia/ Falta vigilancia","Corrupción","Inseguridad pública","Economía","Aprueba algo","Que permanezca","Desigualdad","Políticos","La pobreza y desigualdad","No se justifica","Sí","Sí","No","No","Sí","En el Gobierno y sector público","Nada","Mucha","Algo","Nada","Nada","Mucha","Mucha","Algo","Algo","Mucha","Mucha","Mucha","Mucha","Nada","Algo","Mucha","Ns/Nc","Corrupto","Honesto","Honesto","Nunca","Nunca","Frecuentemente","Sirve","Sí","Dos","Sí","12","300","No aplica","No",NA,"No sirve denunciar","Aumentado","Ns/Nc","No","Sí","No","No","No","No","Sí","El Gobierno","Regular","Está siendo exitoso","No","Menores","Algo","Nada","Mucho","Algo","Economía","Si las personas no son vigiladas es más probable que cometan algún acto de corrupción","Mucha","Algo","Algo","Algo","Mucha","De acuerdo","En desacuerdo","En desacuerdo","En desacuerdo","Bien","Castigar","Castigar","Castigar","PRD","PRI","Primaria sin terminar","Trabajador en sector privado","Sí","No","No","No","No","No","No","$2,601 -  $6,000","PVEM","PRD",1401,2,"Hasta primaria","18-29",11,1.40813227275697,1094858,4,9,"Distrito Federal   ",15,"CUAUHTEMOC                                       ",12,4858,"Urbano",87072.0128545003,"Inseguridad",2
"347",347,"Distrito Federal","Versión A",1423,"Mujer","30","Educación / Becas","Corrupción","Pobreza","Inseguridad pública","Aprueba algo","Que permanezca","Educación","Cultura","La cultura y educación","No se justifica","No","No","No","No","No","En las empresas y sector privado","Algo","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Algo","Mucha","Mucha","Honesto","Honesto","Corrupto","Sólo algunas veces/Casi nunca","Siempre","Muy frecuentemente","Es inútil","No","Dos","No",NA,NA,"No aplica","Sí","Sí",NA,"Aumentado","Disminuirá","No","No","Sí","No","No","No","Sí","Los ciudadanos","Bien","Está siendo exitoso","Sí","Mayores","Mucho","Algo","Mucho","Mucho","Impartición de justicia","Si las personas no son vigiladas es más probable que cometan algún acto de corrupción","Mucha","Mucha","Algo","Algo","Mucha","En desacuerdo","En desacuerdo","En desacuerdo","De acuerdo","Mal","Castigar","Castigar","Castigar","Ninguno","PRI","Posgrado/Maestría/Doctorado","Trabajador en sector privado","Sí","Sí","Sí","Sí","Sí","Sí","Sí","$ 20,001 - $ 32,000","MORENA","MORENA",1400,2,"Universidad o más","30-49",22,1.51895463734562,1094858,4,9,"Distrito Federal   ",15,"CUAUHTEMOC                                       ",12,4858,"Urbano",93924.7258706827,"Problemas Sociales",2
"348",348,"Distrito Federal","Versión B",1428,"Mujer","46","Seguridad / Inseguridad","Inseguridad pública","Corrupción","Aumento de precios/Inflación","Ns/Nc","Que permanezca","México / Mexicanos","México-Mexicanos","La pobreza y desigualdad","No se justifica","No","No","No","No","No","En el Gobierno y sector público","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Ns/Nc","Mucha","Mucha","Mucha","Mucha","Algo","Algo","Mucha","Mucha","Honesto","Honesto","Ns/Nc","Nunca","Nunca","Muy frecuentemente","Sirve","Sí","Tres","No",NA,NA,"No","No",NA,"No sirve denunciar","Disminuido","Disminuirá","No","No","No","No","No","No","Sí","Todos","Bien","Está siendo exitoso","No","Mayores","Mucho","Mucho","Mucho","Mucho","Seguridad pública","Si las personas no son vigiladas es más probable que cometan algún acto de corrupción","Mucha","Mucha","Mucha","Poca","Algo","En desacuerdo","En desacuerdo","De acuerdo","De acuerdo","Mal","Castigar","Castigar","Castigar","Ninguno","Ninguno","Carrera técnica o comercial","Ama de casa","Sí","Sí","Sí","Sí","No","Sí","Sí","$2,601 -  $6,000","Ninguno","Ninguno",1441,2,"Preparatoria o equivalente","30-49",22,0.752089928525343,1094858,4,9,"Distrito Federal   ",15,"CUAUHTEMOC                                       ",12,4858,"Urbano",46505.5628588671,"Inseguridad",3
"349",349,"Distrito Federal","Versión A",1318,"Mujer","56","Delincuencia","Inseguridad pública","Corrupción","Desempleo","Desaprueba totalmente","Que renuncie","Políticos","Policias","La impunidad o falta de castigo","No se justifica","No","No","No","No","No","En el Gobierno y sector público","Mucha","Mucha","Mucha","Algo","Nada","Mucha","Algo","Algo","Nada","Algo","Mucha","Algo","Mucha","Algo","Algo","Mucha","Mucha","Corrupto","Corrupto","Ns/Nc","Sólo algunas veces/Casi nunca","Sólo algunas veces/Casi nunca","Muy frecuentemente","Sirve","No","Una","No",NA,NA,"No aplica","No",NA,"No he sido víctima de corrupción","Aumentado","Igual","No","No","No","No","No","No","No","El Gobierno","Mal","Está fracasando","No","Mayores","Algo","Algo","Nada","Algo","Impartición de justicia","Si las personas no son vigiladas es más probable que cometan algún acto de corrupción","Mucha","Algo","Algo","Algo","Algo","De acuerdo","De acuerdo","Ns/Nc","De acuerdo","Mal","Castigar","Castigar","Castigar","Ninguno","PAN","Preparatoria o bachillerato","Trabajador en el gobierno","No","No","No","No","No","Sí","No","Ns/Nc","PAN","PAN",1330,2,"Preparatoria o equivalente","50-+",23,0.798872463352781,1094858,4,9,"Distrito Federal   ",15,"CUAUHTEMOC                                       ",12,4858,"Urbano",49398.3660085921,"Inseguridad",1
"350",350,"Distrito Federal","Versión B",1242,"Hombre","21","Economía","Pobreza","Desempleo","Inseguridad pública","Aprueba algo","Que permanezca","Diputados","Nada","La pobreza y desigualdad","No se justifica","No","No","No","No","No","En el Gobierno y sector público","Poca","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Poca","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Corrupto","Honesto","Ns/Nc","Sólo algunas veces/Casi nunca","Sólo algunas veces/Casi nunca","Frecuentemente","Sirve","No","Dos","Sí","1","500","No aplica","No",NA,"No sabía en dónde hacerlo","Aumentado","Disminuirá","Sí","No","No","Sí","No","No","Sí","Los ciudadanos","Bien","Está siendo exitoso","Sí","Mayores","Algo","Mucho","Algo","Algo","Salud","Las personas son honestas y no necesitan ser vigiladas","Algo","Mucha","Nada","Poca","Nada","De acuerdo","De acuerdo","De acuerdo","De acuerdo","Bien","Castigar","Castigar","Castigar","Morena","PRI","Preparatoria o bachillerato","Trabajador en sector privado","Sí","No","Sí","Sí","No","Sí","Sí","$6,001 -  $10,000","MORENA","MORENA",1255,2,"Preparatoria o equivalente","18-29",11,0.827720774556879,1094858,4,9,"Distrito Federal   ",15,"CUAUHTEMOC                                       ",12,4858,"Urbano",51182.2044821439,"Economía",2
"351",351,"Distrito Federal","Versión A",959,"Mujer","58","Seguridad / Inseguridad","Inseguridad pública","Corrupción","Mal gobierno","Aprueba totalmente","Que permanezca","Autoridades","Autoridades","La impunidad o falta de castigo","No se justifica","Sí","Sí","Sí","Sí","Sí","En el Gobierno y sector público","Algo","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Corrupto","Ns/Nc","Corrupto","Nunca","Nunca","Muy frecuentemente","Es inútil","Sí","Dos","Sí","4","30000","No","No",NA,"No sirve denunciar","Aumentado","Disminuirá","Sí","Sí","Sí","Sí","Sí","Sí","Sí","El Gobierno","Bien","Está siendo exitoso","Sí","Mayores","Algo","Mucho","Mucho","Poco","Impartición de justicia","Si las personas no son vigiladas es más probable que cometan algún acto de corrupción","Mucha","Mucha","Algo","Mucha","Mucha","De acuerdo","En desacuerdo","De acuerdo","De acuerdo","Bien","Castigar","Castigar","Castigar","Morena","PRI","Secundaria","Desempleado","No","No","No","No","No","No","No","$2,601 -  $6,000","MORENA","MORENA",1015,2,"Secundaria","50-+",23,0.808042407942561,1095123,4,9,"Distrito Federal   ",16,"MIGUEL HIDALGO                                   ",10,5123,"Urbano",49965.3905336625,"Inseguridad",2
"352",352,"Distrito Federal","Versión B",1032,"Hombre","34","Seguridad / Inseguridad","Inseguridad pública","Corrupción","Mal gobierno","Aprueba algo","Que permanezca","Mordida","Mal gobierno / Gobierno","La cultura y educación","Sí se justifica","No","No","No","No","No","En el Gobierno y sector público","Algo","Mucha","Nada","Ns/Nc","Algo","Mucha","Algo","Algo","Algo","Mucha","Mucha","Mucha","Algo","Nada","Mucha","Mucha","Nada","Honesto","Honesto","Corrupto","La mayoría de las veces","Sólo algunas veces/Casi nunca","Frecuentemente","Es inútil","No","Dos","Sí","2","500","Sí","No",NA,"No sirve denunciar","Aumentado","Aumentará","No","Sí","Sí","No","No","No","Sí","Ambas / Los dos","Bien","Está siendo exitoso","Sí","Mayores","Algo","Algo","Algo","Algo","Seguridad pública","Si las personas no son vigiladas es más probable que cometan algún acto de corrupción","Mucha","Mucha","Algo","Algo","Mucha","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","Bien","Castigar","Castigar","Castigar","PRD","PRI","Carrera técnica o comercial","Trabajador en el gobierno","Sí","Sí","Sí","Sí","No","No","Sí","$2,601 -  $6,000","Moviento Ciudadano","MORENA",1047,2,"Preparatoria o equivalente","30-49",12,0.73757636124298,1095123,4,9,"Distrito Federal   ",16,"MIGUEL HIDALGO                                   ",10,5123,"Urbano",45608.1148410752,"Inseguridad",2
"353",353,"Distrito Federal","Versión A",1036,"Mujer","43","Delincuencia","Inseguridad pública","Economía","Desempleo","Aprueba totalmente","Que permanezca","Mal gobierno / Gobierno","Mal gobierno / Gobierno","La impunidad o falta de castigo","No se justifica","No","No","No","No","No","Entre los ciudadanos","Algo","Mucha","Algo","Mucha","Mucha","Mucha","Algo","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Algo","Algo","Mucha","Algo","Corrupto","Honesto","Honesto","Nunca","Sólo algunas veces/Casi nunca","Frecuentemente","Es inútil","No","Una","No",NA,NA,"No aplica","No",NA,"No he sido víctima de corrupción","Aumentado","Disminuirá","No","No","No","No","No","No","No","El Gobierno","Bien","Está siendo exitoso","Sí","Menores","Poco","Poco","Algo","Mucho","Economía","Si las personas no son vigiladas es más probable que cometan algún acto de corrupción","Mucha","Mucha","Algo","Mucha","Mucha","De acuerdo","En desacuerdo","En desacuerdo","En desacuerdo","Bien","Castigar","Castigar","Castigar","Morena","PRI","Secundaria","Trabajador en sector privado","Sí","No","Sí","No","No","Sí","Sí","$6,001 -  $10,000","MORENA","PRD",1050,2,"Secundaria","30-49",22,0.760722874693201,1095123,4,9,"Distrito Federal   ",16,"MIGUEL HIDALGO                                   ",10,5123,"Urbano",47039.3820278776,"Inseguridad",1
"354",354,"Distrito Federal","Versión B",1111,"Mujer","19","Delincuencia","Economía","Inseguridad pública","Corrupción","Aprueba totalmente","Que permanezca","Maldad / Algo malo / malo","No se aplican las leyes","La pobreza y desigualdad","Sí se justifica","No","No","No","No","No","Entre los ciudadanos","Poca","Mucha","Mucha","Poca","Mucha","Mucha","Poca","Poca","Poca","Algo","Mucha","Mucha","Poca","Poca","Mucha","Mucha","Poca","Honesto","Honesto","Corrupto","Sólo algunas veces/Casi nunca","Sólo algunas veces/Casi nunca","Frecuentemente","Es inútil","Sí","Una","No",NA,NA,"No aplica","No",NA,"Ns/Nc","Aumentado","Aumentará","No","No","No","No","No","No","No","El Gobierno","Bien","Está siendo exitoso","No","Mayores","Algo","Algo","Algo","Algo","Economía","Las personas son honestas y no necesitan ser vigiladas","Nada","Nada","Nada","Nada","Nada","De acuerdo","En desacuerdo","En desacuerdo","En desacuerdo","Mal","Castigar","Castigar","Castigar","Ninguno","Ns/Nc","Universidad sin terminar","Estudiante","No","No","No","No","No","Sí","No","Ns/Nc","MORENA","Candidato Independiente",1137,2,"Preparatoria o equivalente","18-29",21,0.899190930156011,1095123,4,9,"Distrito Federal   ",16,"MIGUEL HIDALGO                                   ",10,5123,"Urbano",55601.569358184,"Inseguridad",1
"355",355,"Distrito Federal","Versión A",1001,"Mujer","50","Seguridad / Inseguridad","Economía","Corrupción","Mal gobierno","Aprueba algo","Que permanezca","Mal gobierno / Gobierno","Mal gobierno / Gobierno","La impunidad o falta de castigo","No se justifica","No","No","No","No","No","En el Gobierno y sector público","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Corrupto","Corrupto","Corrupto","Nunca","Sólo algunas veces/Casi nunca","Frecuentemente","Sirve","Sí","Dos","No",NA,NA,"No aplica","No",NA,"No he sido víctima de corrupción","Aumentado","Aumentará","No","No","No","No","No","No","No","El Gobierno","Mal","Está fracasando","No","Mayores","Mucho","Mucho","Mucho","Mucho","Economía","Las personas son honestas y no necesitan ser vigiladas","Mucha","Mucha","Mucha","Mucha","Mucha","En desacuerdo","En desacuerdo","En desacuerdo","De acuerdo","No lo conoce","Castigar","Castigar","Castigar","Ninguno","Ninguno","Secundaria","Trabajador por cuenta propia","Sí","No","Sí","No","No","No","Sí","Ns/Nc","PRD","MORENA",1012,2,"Secundaria","50-+",23,0.808042407942561,1095123,4,9,"Distrito Federal   ",16,"MIGUEL HIDALGO                                   ",10,5123,"Urbano",49965.3905336625,"Inseguridad",2
"356",356,"Distrito Federal","Versión B",1034,"Mujer","18","Seguridad / Inseguridad","Inseguridad pública","Desempleo","Pobreza","Aprueba totalmente","Que permanezca","Robo","Ns/Nc","La impunidad o falta de castigo","No se justifica","No","No","No","No","Sí","En el Gobierno y sector público","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Algo","Algo","Algo","Mucha","Mucha","Mucha","Algo","Mucha","Mucha","Mucha","Corrupto","Honesto","Corrupto","Sólo algunas veces/Casi nunca","Sólo algunas veces/Casi nunca","Muy frecuentemente","Es inútil","Sí","Una","No",NA,NA,"Sí","No",NA,"No he sido víctima de corrupción","Aumentado","Disminuirá","Sí","No","Sí","No","No","No","No","El Gobierno","Muy bien","Está siendo exitoso","Sí","Mayores","Mucho","Mucho","Mucho","Mucho","Servicios públicos","Si las personas no son vigiladas es más probable que cometan algún acto de corrupción","Mucha","Mucha","Mucha","Mucha","Mucha","De acuerdo","De acuerdo","De acuerdo","De acuerdo","No lo conoce","Castigar","Castigar","Castigar","Morena","PAN","Preparatoria o bachillerato sin terminar","Estudiante","Sí","No","Sí","Sí","Sí","Sí","Sí","$ 20,001 - $ 32,000","MORENA","MORENA",1047,2,"Secundaria","18-29",21,0.909512391194432,1095123,4,9,"Distrito Federal   ",16,"MIGUEL HIDALGO                                   ",10,5123,"Urbano",56239.7980286022,"Inseguridad",1
"357",357,"Distrito Federal","Versión A",1003,"Mujer","46","Delincuencia","Inseguridad pública","Aumento de precios/Inflación","Corrupción","Aprueba algo","Que permanezca","Políticos","Ns/Nc","La cultura y educación","Sí se justifica","No","No","No","Sí","No","En el Gobierno y sector público","Poca","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Poca","Mucha","Mucha","Mucha","Mucha","Poca","Mucha","Mucha","Mucha","Honesto","Honesto","Honesto","La mayoría de las veces","La mayoría de las veces","Frecuentemente","Sirve","Sí","Dos","No",NA,NA,"Sí","No",NA,"No he sido víctima de corrupción","Aumentado","Aumentará","No","Sí","No","Sí","No","Sí","Sí","Ns/Nc","Ns/Nc","Está fracasando","No","Mayores","Mucho","Mucho","Mucho","Mucho","Seguridad pública","Si las personas no son vigiladas es más probable que cometan algún acto de corrupción","Mucha","Mucha","Mucha","Mucha","Mucha","De acuerdo","De acuerdo","De acuerdo","De acuerdo","Bien","Castigar","Castigar","Castigar","Ninguno","Ninguno","Secundaria","Trabajador en sector privado","Sí","No","Sí","Sí","No","Sí","Sí","$2,601 -  $6,000","Ninguno","Ninguno",1016,2,"Secundaria","30-49",22,0.760722874693201,1095123,4,9,"Distrito Federal   ",16,"MIGUEL HIDALGO                                   ",10,5123,"Urbano",47039.3820278776,"Inseguridad",2
